Q2,x,W,theta,Eb,nu,g1,dg1(stat),dg1(sys),dg1(model),dg1(tot),g2,dg2(stat),dg2(sys),dg2(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot),g2/F1,dg2/F1(stat),dg2/F1(sys),dg2/F1(tot),sigma_LT,dsigma_LT(stat),dsigma_LT(sys),dsigma_LT(tot),sigma_TT,dsigma_TT(stat),dsigma_TT(sys),dsigma_TT(tot),Experiment
12.6,0.35,,,48.35,,0.0841,0.1061,,,,,,,,0.103,0.13,0.082,0.1537,,,,,,,,,,,,,,,,,SLAC_E155
22.73,0.35,,,48.35,,0.0,0.0,,,,,,,,0.055,0.161,0.086,0.1825,,,,,,,,,,,,,,,,,SLAC_E155
5.77,0.5,,,48.35,,0.0601,0.1617,,,,,,,,0.155,0.417,0.117,0.4331,,,,,,,,,,,,,,,,,SLAC_E155
14.02,0.5,,,48.35,,0.0054,0.0589,,,,,,,,0.017,0.187,0.123,0.2238,,,,,,,,,,,,,,,,,SLAC_E155
26.86,0.5,,,48.35,,0.0,0.0,,,,,,,,0.057,0.309,0.125,0.3333,,,,,,,,,,,,,,,,,SLAC_E155
15.7,0.75,,,48.35,,0.0052,0.0065,,,,,,,,0.616,0.775,0.144,0.7883,,,,,,,,,,,,,,,,,SLAC_E155
34.72,0.75,,,48.35,,0.0021,0.0264,,,,,,,,0.254,3.141,0.138,3.144,,,,,,,,,,,,,,,,,SLAC_E155
1.27,0.031,,,,,0.077,0.345,0.074,,0.3528,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
1.4,0.035,,,,,-0.378,0.227,0.063,,0.2356,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
1.52,0.039,,,,,0.145,0.188,0.054,,0.1956,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
1.65,0.044,,,,,-0.401,0.16,0.043,,0.1657,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
1.78,0.049,,,,,-0.405,0.139,0.036,,0.1436,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
1.91,0.056,,,,,-0.244,0.121,0.029,,0.1244,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.04,0.063,,,,,-0.23,0.106,0.023,,0.1085,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.19,0.071,,,,,-0.182,0.095,0.021,,0.0973,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.41,0.079,,,,,-0.245,0.086,0.019,,0.0881,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.55,0.09,,,,,0.015,0.073,0.019,,0.0754,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.85,0.101,,,,,-0.13,0.067,0.017,,0.0691,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.13,0.113,,,,,-0.142,0.061,0.015,,0.0628,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.41,0.128,,,,,0.023,0.057,0.017,,0.0595,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.71,0.144,,,,,0.056,0.052,0.017,,0.0547,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
4.03,0.162,,,,,-0.1,0.049,0.014,,0.051,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
4.34,0.182,,,,,0.064,0.046,0.018,,0.0494,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
4.15,0.205,,,,,-0.088,0.04,0.015,,0.0427,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
4.37,0.23,,,,,-0.047,0.038,0.014,,0.0405,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.26,0.259,,,,,-0.14,0.04,0.013,,0.0421,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.53,0.292,,,,,0.009,0.037,0.013,,0.0392,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
6.01,0.329,,,,,0.032,0.036,0.013,,0.0383,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
6.29,0.37,,,,,0.026,0.034,0.011,,0.0357,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
6.56,0.416,,,,,-0.051,0.03,0.009,,0.0313,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
6.79,0.468,,,,,-0.012,0.027,0.007,,0.0279,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
7.72,0.526,,,,,0.009,0.025,0.006,,0.0257,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
7.97,0.592,,,,,-0.007,0.021,0.003,,0.0212,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
9.26,0.666,,,,,-0.004,0.017,0.001,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
9.52,0.749,,,,,0.005,0.011,0.001,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.031,,,,,0.085,0.378,0.081,,0.3866,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.035,,,,,-0.406,0.244,0.067,,0.253,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.039,,,,,0.153,0.197,0.056,,0.2048,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.044,,,,,-0.415,0.166,0.044,,0.1717,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.049,,,,,-0.413,0.141,0.036,,0.1455,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.056,,,,,-0.225,0.122,0.029,,0.1254,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.063,,,,,-0.229,0.106,0.023,,0.1085,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.071,,,,,-0.18,0.094,0.019,,0.0959,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.079,,,,,-0.24,0.084,0.017,,0.0857,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.09,,,,,0.015,0.071,0.017,,0.073,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.101,,,,,-0.125,0.064,0.015,,0.0657,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.113,,,,,-0.136,0.058,0.013,,0.0594,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.128,,,,,0.022,0.054,0.015,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.144,,,,,0.053,0.05,0.015,,0.0522,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.162,,,,,-0.095,0.047,0.012,,0.0485,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.182,,,,,0.061,0.044,0.016,,0.0468,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.205,,,,,-0.086,0.039,0.014,,0.0414,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.23,,,,,-0.047,0.038,0.014,,0.0405,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.259,,,,,-0.144,0.041,0.012,,0.0427,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.292,,,,,0.009,0.04,0.013,,0.0421,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.329,,,,,0.036,0.041,0.013,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.37,,,,,0.031,0.04,0.012,,0.0418,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.416,,,,,-0.067,0.04,0.01,,0.0412,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.468,,,,,-0.018,0.04,0.009,,0.041,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.526,,,,,0.016,0.047,0.009,,0.0479,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.592,,,,,-0.018,0.051,0.007,,0.0515,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.666,,,,,-0.015,0.067,0.005,,0.0672,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
2.0,0.749,,,,,0.034,0.073,0.007,,0.0733,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.031,,,,,0.091,0.408,0.088,,0.4174,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.035,,,,,-0.437,0.262,0.072,,0.2717,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.039,,,,,0.164,0.212,0.06,,0.2203,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.044,,,,,-0.444,0.177,0.048,,0.1834,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.049,,,,,-0.44,0.151,0.039,,0.156,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.056,,,,,-0.24,0.13,0.03,,0.1334,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.063,,,,,-0.243,0.112,0.024,,0.1145,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.071,,,,,-0.19,0.099,0.021,,0.1012,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.079,,,,,-0.252,0.088,0.018,,0.0898,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.09,,,,,0.016,0.074,0.018,,0.0762,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.101,,,,,-0.131,0.067,0.016,,0.0689,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.113,,,,,-0.141,0.061,0.014,,0.0626,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.128,,,,,0.023,0.056,0.016,,0.0582,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.144,,,,,0.055,0.051,0.016,,0.0535,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.162,,,,,-0.098,0.048,0.012,,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.182,,,,,0.062,0.045,0.016,,0.0478,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.205,,,,,-0.087,0.039,0.014,,0.0414,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.23,,,,,-0.047,0.038,0.014,,0.0405,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.259,,,,,-0.141,0.04,0.012,,0.0418,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.292,,,,,0.009,0.039,0.013,,0.0411,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.329,,,,,0.034,0.039,0.013,,0.0411,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.37,,,,,0.029,0.037,0.011,,0.0386,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.416,,,,,-0.06,0.036,0.009,,0.0371,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.468,,,,,-0.015,0.034,0.008,,0.0349,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.526,,,,,0.013,0.037,0.008,,0.0379,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.592,,,,,-0.012,0.036,0.005,,0.0363,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.666,,,,,-0.009,0.041,0.003,,0.0411,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
3.0,0.749,,,,,0.018,0.039,0.004,,0.0392,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.031,,,,,0.1,0.448,0.097,,0.4584,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.035,,,,,-0.479,0.287,0.08,,0.2979,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.039,,,,,0.18,0.232,0.066,,0.2412,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.044,,,,,-0.485,0.194,0.053,,0.2011,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.049,,,,,-0.48,0.164,0.043,,0.1695,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.056,,,,,-0.261,0.142,0.033,,0.1458,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.063,,,,,-0.264,0.122,0.027,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.071,,,,,-0.206,0.107,0.022,,0.1092,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.079,,,,,-0.273,0.095,0.02,,0.0971,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.09,,,,,0.017,0.08,0.019,,0.0822,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.101,,,,,-0.141,0.072,0.017,,0.074,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.113,,,,,-0.151,0.065,0.015,,0.0667,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.128,,,,,0.024,0.059,0.017,,0.0614,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.144,,,,,0.058,0.054,0.016,,0.0563,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.162,,,,,-0.102,0.05,0.013,,0.0517,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.182,,,,,0.064,0.046,0.017,,0.049,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.205,,,,,-0.089,0.04,0.014,,0.0424,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.23,,,,,-0.047,0.038,0.014,,0.0405,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.259,,,,,-0.14,0.04,0.012,,0.0418,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.292,,,,,0.009,0.038,0.013,,0.0402,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.329,,,,,0.032,0.037,0.012,,0.0389,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.37,,,,,0.027,0.035,0.011,,0.0367,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.416,,,,,-0.054,0.032,0.009,,0.0332,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.468,,,,,-0.013,0.029,0.007,,0.0298,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.526,,,,,0.01,0.029,0.006,,0.0296,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.592,,,,,-0.009,0.026,0.004,,0.0263,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.666,,,,,-0.006,0.026,0.002,,0.0261,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
5.0,0.749,,,,,0.009,0.021,0.002,,0.0211,,,,,,,,,,,,,,,,,,,,,,,,,SLAC_E143
0.51,0.024,,,16.2,,-2.2575,1.6849,0.2533,,1.7038,,,,,-0.205,0.153,0.023,0.1547,-0.205,0.153,0.023,0.1547,,,,,,,,,,,,,SLAC_E143
0.55,0.027,,,16.2,,-1.3353,1.4882,0.2243,,1.505,,,,,-0.131,0.146,0.022,0.1476,-0.131,0.146,0.022,0.1476,,,,,,,,,,,,,SLAC_E143
1.17,0.027,,,29.1,,-1.2102,2.7504,0.2445,,2.7612,,,,,-0.099,0.225,0.02,0.2259,-0.073,0.225,0.02,0.2259,,,,,,,,,,,,,SLAC_E143
0.59,0.031,,,16.2,,-0.4451,1.3353,0.1855,,1.3481,,,,,-0.048,0.144,0.02,0.1454,-0.048,0.144,0.02,0.1454,,,,,,,,,,,,,SLAC_E143
1.27,0.031,,,29.1,,0.229,1.0361,0.2072,,1.0566,,,,,0.021,0.095,0.019,0.0969,0.044,0.095,0.019,0.0969,,,,,,,,,,,,,SLAC_E143
0.31,0.035,,,9.7,,1.0813,0.8396,0.1612,,0.8549,,,,,0.161,0.125,0.024,0.1273,-0.159,0.125,0.024,0.1273,,,,,,,,,,,,,SLAC_E143
0.64,0.035,,,16.2,,-0.8317,1.1919,0.1543,,1.2018,,,,,-0.097,0.139,0.018,0.1402,-0.097,0.139,0.018,0.1402,,,,,,,,,,,,,SLAC_E143
1.4,0.035,,,29.1,,-1.1353,0.6812,0.1678,,0.7016,,,,,-0.115,0.069,0.017,0.0711,-0.126,0.069,0.017,0.0711,,,,,,,,,,,,,SLAC_E143
0.33,0.039,,,9.7,,0.3148,0.7682,0.1511,,0.7829,,,,,0.05,0.122,0.024,0.1243,0.053,0.122,0.024,0.1243,,,,,,,,,,,,,SLAC_E143
0.68,0.039,,,16.2,,1.1157,1.0838,0.1355,,1.0922,,,,,0.14,0.136,0.017,0.1371,0.14,0.136,0.017,0.1371,,,,,,,,,,,,,SLAC_E143
1.52,0.039,,,29.1,,0.4428,0.5694,0.1446,,0.5875,,,,,0.049,0.063,0.016,0.065,0.041,0.063,0.016,0.065,,,,,,,,,,,,,SLAC_E143
0.35,0.044,,,9.7,,0.6352,0.7342,0.1399,,0.7474,,,,,0.109,0.126,0.024,0.1283,-0.106,0.126,0.025,0.1285,,,,,,,,,,,,,SLAC_E143
0.73,0.044,,,16.2,,-1.4021,0.8809,0.1248,,0.8897,,,,,-0.191,0.12,0.017,0.1212,-0.191,0.12,0.017,0.1212,,,,,,,,,,,,,SLAC_E143
0.98,0.044,,,16.2,,-17.0231,22.7077,0.1456,,22.7082,,,,,-2.222,2.964,0.019,2.9641,-2.222,2.964,0.019,2.9641,,,,,,,,,,,,,SLAC_E143
1.65,0.044,,,29.1,,-1.2251,0.49,0.1143,,0.5032,,,,,-0.15,0.06,0.014,0.0616,-0.162,0.06,0.014,0.0616,,,,,,,,,,,,,SLAC_E143
0.36,0.049,,,9.7,,0.0161,0.7213,0.1346,,0.7338,,,,,0.003,0.134,0.025,0.1363,0.007,0.135,0.026,0.1375,,,,,,,,,,,,,SLAC_E143
0.78,0.049,,,16.2,,0.3067,0.8247,0.1091,,0.8319,,,,,0.045,0.121,0.016,0.1221,0.045,0.121,0.016,0.1221,,,,,,,,,,,,,SLAC_E143
1.06,0.049,,,16.2,,-2.2881,4.6047,0.1283,,4.6065,,,,,-0.321,0.646,0.018,0.6463,-0.321,0.646,0.018,0.6463,,,,,,,,,,,,,SLAC_E143
1.78,0.049,,,29.1,,-1.2683,0.4379,0.0981,,0.4488,,,,,-0.168,0.058,0.013,0.0594,-0.173,0.058,0.013,0.0594,,,,,,,,,,,,,SLAC_E143
0.38,0.056,,,9.7,,1.0855,0.6925,0.1326,,0.7051,,,,,0.221,0.141,0.027,0.1436,-0.217,0.141,0.027,0.1436,,,,,,,,,,,,,SLAC_E143
0.57,0.056,,,9.7,,39.5201,5.4939,0.1125,,5.4951,,,,,7.028,0.977,0.02,0.9772,7.031,5.978,0.02,5.978,,,,,,,,,,,,,SLAC_E143
0.83,0.056,,,16.2,,-0.6549,0.7847,0.0989,,0.7909,,,,,-0.106,0.127,0.016,0.128,-0.106,0.127,0.016,0.128,,,,,,,,,,,,,SLAC_E143
1.16,0.056,,,16.2,,0.389,2.3144,0.1102,,2.317,,,,,0.06,0.357,0.017,0.3574,0.061,0.358,0.017,0.3584,,,,,,,,,,,,,SLAC_E143
1.92,0.056,,,29.1,,-0.7329,0.39,0.0807,,0.3983,,,,,-0.109,0.058,0.012,0.0592,-0.095,0.058,0.012,0.0592,,,,,,,,,,,,,SLAC_E143
0.4,0.063,,,9.7,,0.4578,0.6754,0.1315,,0.6881,,,,,0.101,0.149,0.029,0.1518,-0.096,0.149,0.029,0.1518,,,,,,,,,,,,,SLAC_E143
0.6,0.063,,,9.7,,2.7398,3.1423,0.098,,3.1438,,,,,0.531,0.609,0.019,0.6093,0.532,0.609,0.02,0.6093,,,,,,,,,,,,,SLAC_E143
0.87,0.063,,,16.2,,-0.3614,0.7623,0.0904,,0.7676,,,,,-0.064,0.135,0.016,0.1359,-0.064,0.135,0.016,0.1359,,,,,,,,,,,,,SLAC_E143
1.26,0.063,,,16.2,,-0.4049,1.5601,0.0893,,1.5627,,,,,-0.068,0.262,0.015,0.2624,-0.068,0.262,0.016,0.2625,,,,,,,,,,,,,SLAC_E143
2.07,0.063,,,29.1,,-0.7535,0.3492,0.0674,,0.3556,,,,,-0.123,0.057,0.011,0.0581,-0.107,0.058,0.012,0.0592,,,,,,,,,,,,,SLAC_E143
2.69,0.063,,,29.1,,-14.8562,31.1287,0.1025,,31.1289,,,,,-2.318,4.857,0.016,4.857,-2.009,4.864,0.016,4.864,,,,,,,,,,,,,SLAC_E143
0.41,0.071,,,9.7,,0.534,0.7079,0.1325,,0.7202,,,,,0.129,0.171,0.032,0.174,0.135,0.171,0.033,0.1742,,,,,,,,,,,,,SLAC_E143
0.64,0.071,,,9.7,,1.1371,1.265,0.09,,1.2682,,,,,0.24,0.267,0.019,0.2677,-0.239,0.267,0.019,0.2677,,,,,,,,,,,,,SLAC_E143
0.92,0.071,,,16.2,,0.134,0.7473,0.0825,,0.7518,,,,,0.026,0.145,0.016,0.1459,0.026,0.145,0.017,0.146,,,,,,,,,,,,,SLAC_E143
1.36,0.071,,,16.2,,0.1798,1.2261,0.0763,,1.2285,,,,,0.033,0.225,0.014,0.2254,0.033,0.225,0.014,0.2254,,,,,,,,,,,,,SLAC_E143
2.22,0.071,,,29.1,,-0.6301,0.3261,0.0608,,0.3317,,,,,-0.114,0.059,0.011,0.06,-0.115,0.059,0.011,0.06,,,,,,,,,,,,,SLAC_E143
2.91,0.071,,,29.1,,-1.2881,2.039,0.0866,,2.0408,,,,,-0.223,0.353,0.015,0.3533,-0.267,0.353,0.015,0.3533,,,,,,,,,,,,,SLAC_E143
0.43,0.079,,,9.7,,0.62,0.7124,0.1463,,0.7273,,,,,0.161,0.185,0.038,0.1889,-0.154,0.186,0.039,0.19,,,,,,,,,,,,,SLAC_E143
0.69,0.079,,,9.7,,0.5327,0.8541,0.0836,,0.8582,,,,,0.121,0.194,0.019,0.1949,-0.12,0.194,0.019,0.1949,,,,,,,,,,,,,SLAC_E143
0.97,0.079,,,16.2,,-1.1483,0.7545,0.0759,,0.7583,,,,,-0.242,0.159,0.016,0.1598,-0.241,0.159,0.017,0.1599,,,,,,,,,,,,,SLAC_E143
1.47,0.079,,,16.2,,-2.19,1.0648,0.0653,,1.0668,,,,,-0.436,0.212,0.013,0.2124,-0.437,0.212,0.014,0.2125,,,,,,,,,,,,,SLAC_E143
2.38,0.079,,,29.1,,-0.6136,0.3195,0.0609,,0.3253,,,,,-0.121,0.063,0.012,0.0641,-0.119,0.064,0.012,0.0651,,,,,,,,,,,,,SLAC_E143
3.17,0.079,,,29.1,,-1.5283,0.8832,0.074,,0.8863,,,,,-0.289,0.167,0.014,0.1676,-0.316,0.167,0.014,0.1676,,,,,,,,,,,,,SLAC_E143
0.44,0.09,,,9.7,,0.0279,0.6742,0.1572,,0.6923,,,,,0.008,0.193,0.045,0.1982,0.0,0.193,0.046,0.1984,,,,,,,,,,,,,SLAC_E143
0.74,0.09,,,9.7,,0.9417,0.6225,0.0758,,0.6271,,,,,0.236,0.156,0.019,0.1572,-0.235,0.156,0.02,0.1573,,,,,,,,,,,,,SLAC_E143
1.01,0.09,,,16.2,,0.2296,0.7355,0.0723,,0.739,,,,,0.054,0.173,0.017,0.1738,0.054,0.173,0.018,0.1739,,,,,,,,,,,,,SLAC_E143
1.58,0.09,,,16.2,,1.2125,0.9366,0.0588,,0.9384,,,,,0.268,0.207,0.013,0.2074,0.268,0.207,0.013,0.2074,,,,,,,,,,,,,SLAC_E143
2.53,0.09,,,29.1,,-0.0136,0.3177,0.059,,0.3231,,,,,-0.003,0.07,0.013,0.0712,-0.022,0.071,0.013,0.0722,,,,,,,,,,,,,SLAC_E143
3.48,0.09,,,29.1,,-0.2309,0.5514,0.0613,,0.5548,,,,,-0.049,0.117,0.013,0.1177,-0.033,0.117,0.014,0.1178,,,,,,,,,,,,,SLAC_E143
0.45,0.101,,,9.7,,0.811,0.6533,0.1738,,0.676,,,,,0.252,0.203,0.054,0.2101,0.262,0.203,0.055,0.2103,,,,,,,,,,,,,SLAC_E143
0.78,0.101,,,9.7,,0.2549,0.5353,0.0765,,0.5407,,,,,0.07,0.147,0.021,0.1485,-0.069,0.147,0.021,0.1485,,,,,,,,,,,,,SLAC_E143
1.06,0.101,,,16.2,,-0.4713,0.7362,0.0662,,0.7392,,,,,-0.121,0.189,0.017,0.1898,-0.121,0.189,0.018,0.1899,,,,,,,,,,,,,SLAC_E143
1.69,0.101,,,16.2,,0.0657,0.8424,0.0493,,0.8438,,,,,0.016,0.205,0.012,0.2054,0.016,0.205,0.012,0.2054,,,,,,,,,,,,,SLAC_E143
2.69,0.101,,,29.1,,-0.6097,0.3213,0.0536,,0.3257,,,,,-0.148,0.078,0.013,0.0791,-0.129,0.079,0.014,0.0802,,,,,,,,,,,,,SLAC_E143
3.79,0.101,,,29.1,,-0.3186,0.4206,0.0552,,0.4242,,,,,-0.075,0.099,0.013,0.0998,-0.106,0.099,0.013,0.0998,,,,,,,,,,,,,SLAC_E143
0.47,0.113,,,9.7,,0.7084,0.6426,0.1913,,0.6705,,,,,0.237,0.215,0.064,0.2243,-0.226,0.215,0.064,0.2243,,,,,,,,,,,,,SLAC_E143
0.82,0.113,,,9.7,,0.2526,0.4885,0.0764,,0.4944,,,,,0.076,0.147,0.023,0.1488,-0.075,0.147,0.023,0.1488,,,,,,,,,,,,,SLAC_E143
1.1,0.113,,,16.2,,-0.2493,0.7305,0.0632,,0.7332,,,,,-0.071,0.208,0.018,0.2088,-0.071,0.208,0.019,0.2089,,,,,,,,,,,,,SLAC_E143
1.8,0.113,,,16.2,,-0.4696,0.7305,0.0447,,0.7319,,,,,-0.126,0.196,0.012,0.1964,-0.126,0.196,0.012,0.1964,,,,,,,,,,,,,SLAC_E143
2.84,0.113,,,29.1,,-0.3367,0.3255,0.0561,,0.3303,,,,,-0.09,0.087,0.015,0.0883,-0.103,0.088,0.016,0.0894,,,,,,,,,,,,,SLAC_E143
4.11,0.113,,,29.1,,-0.7768,0.3597,0.0497,,0.3631,,,,,-0.203,0.094,0.013,0.0949,-0.187,0.094,0.013,0.0949,,,,,,,,,,,,,SLAC_E143
0.48,0.128,,,9.7,,0.5724,0.6381,0.1972,,0.6679,,,,,0.209,0.233,0.072,0.2439,-0.196,0.233,0.072,0.2439,,,,,,,,,,,,,SLAC_E143
0.86,0.128,,,9.7,,0.5707,0.4542,0.0777,,0.4608,,,,,0.191,0.152,0.026,0.1542,0.193,0.152,0.026,0.1542,,,,,,,,,,,,,SLAC_E143
1.14,0.128,,,16.2,,0.9142,0.7082,0.0624,,0.7109,,,,,0.293,0.227,0.02,0.2279,0.294,0.227,0.021,0.228,,,,,,,,,,,,,SLAC_E143
1.91,0.128,,,16.2,,-0.6553,0.6454,0.0432,,0.6468,,,,,-0.197,0.194,0.013,0.1944,-0.197,0.194,0.014,0.1945,,,,,,,,,,,,,SLAC_E143
3.0,0.128,,,29.1,,0.5722,0.3212,0.0569,,0.3262,,,,,0.171,0.096,0.017,0.0975,0.176,0.098,0.018,0.0996,,,,,,,,,,,,,SLAC_E143
